code,code_type,description,code_class
C64.9,ICD10CM,"Malignant neoplasm of unspecified kidney, except renal pelvis",solidtum
C65.1,ICD10CM,Malignant neoplasm of right renal pelvis,solidtum
C65.9,ICD10CM,Malignant neoplasm of unspecified renal pelvis,solidtum
C66.1,ICD10CM,Malignant neoplasm of right ureter,solidtum
C66.9,ICD10CM,Malignant neoplasm of unspecified ureter,solidtum
C69.00,ICD10CM,Malignant neoplasm of unspecified conjunctiva,solidtum
C69.01,ICD10CM,Malignant neoplasm of right conjunctiva,solidtum
C69.02,ICD10CM,Malignant neoplasm of left conjunctiva,solidtum
C69.10,ICD10CM,Malignant neoplasm of unspecified cornea,solidtum
C69.11,ICD10CM,Malignant neoplasm of right cornea,solidtum
C69.12,ICD10CM,Malignant neoplasm of left cornea,solidtum
C69.20,ICD10CM,Malignant neoplasm of unspecified retina,solidtum
C69.21,ICD10CM,Malignant neoplasm of right retina,solidtum
C69.22,ICD10CM,Malignant neoplasm of left retina,solidtum
C69.30,ICD10CM,Malignant neoplasm of unspecified choroid,solidtum
C69.31,ICD10CM,Malignant neoplasm of right choroid,solidtum
C69.32,ICD10CM,Malignant neoplasm of left choroid,solidtum
C69.40,ICD10CM,Malignant neoplasm of unspecified ciliary body,solidtum
C69.41,ICD10CM,Malignant neoplasm of right ciliary body,solidtum
C69.42,ICD10CM,Malignant neoplasm of left ciliary body,solidtum
C69.50,ICD10CM,Malignant neoplasm of unspecified lacrimal gland and duct,solidtum
C69.51,ICD10CM,Malignant neoplasm of right lacrimal gland and duct,solidtum
C69.52,ICD10CM,Malignant neoplasm of left lacrimal gland and duct,solidtum
C69.60,ICD10CM,Malignant neoplasm of unspecified orbit,solidtum
C69.61,ICD10CM,Malignant neoplasm of right orbit,solidtum
C69.62,ICD10CM,Malignant neoplasm of left orbit,solidtum
C69.80,ICD10CM,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,solidtum
C69.81,ICD10CM,Malignant neoplasm of overlapping sites of right eye and adnexa,solidtum
C69.82,ICD10CM,Malignant neoplasm of overlapping sites of left eye and adnexa,solidtum
C69.90,ICD10CM,Malignant neoplasm of unspecified site of unspecified eye,solidtum
C69.91,ICD10CM,Malignant neoplasm of unspecified site of right eye,solidtum
C69.92,ICD10CM,Malignant neoplasm of unspecified site of left eye,solidtum
C72.20,ICD10CM,Malignant neoplasm of unspecified olfactory nerve,solidtum
C72.21,ICD10CM,Malignant neoplasm of right olfactory nerve,solidtum
C72.22,ICD10CM,Malignant neoplasm of left olfactory nerve,solidtum
C72.30,ICD10CM,Malignant neoplasm of unspecified optic nerve,solidtum
C72.31,ICD10CM,Malignant neoplasm of right optic nerve,solidtum
C72.32,ICD10CM,Malignant neoplasm of left optic nerve,solidtum
C72.40,ICD10CM,Malignant neoplasm of unspecified acoustic nerve,solidtum
C72.41,ICD10CM,Malignant neoplasm of right acoustic nerve,solidtum
C72.42,ICD10CM,Malignant neoplasm of left acoustic nerve,solidtum
C72.50,ICD10CM,Malignant neoplasm of unspecified cranial nerve,solidtum
C72.59,ICD10CM,Malignant neoplasm of other cranial nerves,solidtum
C74.00,ICD10CM,Malignant neoplasm of cortex of unspecified adrenal gland,solidtum
C74.01,ICD10CM,Malignant neoplasm of cortex of right adrenal gland,solidtum
C74.02,ICD10CM,Malignant neoplasm of cortex of left adrenal gland,solidtum
C74.10,ICD10CM,Malignant neoplasm of medulla of unspecified adrenal gland,solidtum
C74.11,ICD10CM,Malignant neoplasm of medulla of right adrenal gland,solidtum
C74.12,ICD10CM,Malignant neoplasm of medulla of left adrenal gland,solidtum
C74.90,ICD10CM,Malignant neoplasm of unspecified part of unspecified adrenal gland,solidtum
C74.91,ICD10CM,Malignant neoplasm of unspecified part of right adrenal gland,solidtum
C74.92,ICD10CM,Malignant neoplasm of unspecified part of left adrenal gland,solidtum
C76.40,ICD10CM,Malignant neoplasm of unspecified upper limb,solidtum
C76.41,ICD10CM,Malignant neoplasm of right upper limb,solidtum
C76.42,ICD10CM,Malignant neoplasm of left upper limb,solidtum
C76.50,ICD10CM,Malignant neoplasm of unspecified lower limb,solidtum
C76.51,ICD10CM,Malignant neoplasm of right lower limb,solidtum
C76.52,ICD10CM,Malignant neoplasm of left lower limb,solidtum
C49.A0,ICD10CM,"Gastrointestinal stromal tumor, unspecified site",solidtum
C49.A5,ICD10CM,Gastrointestinal stromal tumor of rectum,solidtum
C49.A9,ICD10CM,Gastrointestinal stromal tumor of other sites,solidtum
C43.111,ICD10CM,"Malignant melanoma of right upper eyelid, including canthus",solidtum
C43.112,ICD10CM,"Malignant melanoma of right lower eyelid, including canthus",solidtum
C43.121,ICD10CM,"Malignant melanoma of left upper eyelid, including canthus",solidtum
C43.122,ICD10CM,"Malignant melanoma of left lower eyelid, including canthus",solidtum
C21.2,ICD10CM,Malignant neoplasm of cloacogenic zone,solidtum
C22.9,ICD10CM,"Malignant neoplasm of liver, not specified as primary or secondary",solidtum
C22.1,ICD10CM,Intrahepatic bile duct carcinoma,solidtum
C22.3,ICD10CM,Angiosarcoma of liver,solidtum
C45.1,ICD10CM,Mesothelioma of peritoneum,solidtum
C45.2,ICD10CM,Mesothelioma of pericardium,solidtum
C49.3,ICD10CM,Malignant neoplasm of connective and soft tissue of thorax,solidtum
C26.0,ICD10CM,"Malignant neoplasm of intestinal tract, part unspecified",solidtum
C25.9,ICD10CM,"Malignant neoplasm of pancreas, unspecified",solidtum
C41.0,ICD10CM,Malignant neoplasm of bones of skull and face,solidtum
C41.2,ICD10CM,Malignant neoplasm of vertebral column,solidtum
C43.4,ICD10CM,Malignant melanoma of scalp and neck,solidtum
C49.4,ICD10CM,Malignant neoplasm of connective and soft tissue of abdomen,solidtum
C71.5,ICD10CM,Malignant neoplasm of cerebral ventricle,solidtum
C49.0,ICD10CM,"Malignant neoplasm of connective and soft tissue of head, face and neck",solidtum
C22.4,ICD10CM,Other sarcomas of liver,solidtum
C22.7,ICD10CM,Other specified carcinomas of liver,solidtum
C26.9,ICD10CM,Malignant neoplasm of ill-defined sites within the digestive system,solidtum
C45.7,ICD10CM,Mesothelioma of other sites,solidtum
C47.6,ICD10CM,"Malignant neoplasm of peripheral nerves of trunk, unspecified",solidtum
C47.8,ICD10CM,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,solidtum
C47.9,ICD10CM,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",solidtum
C49.6,ICD10CM,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",solidtum
C49.9,ICD10CM,"Malignant neoplasm of connective and soft tissue, unspecified",solidtum
C46.7,ICD10CM,Kaposi's sarcoma of other sites,solidtum
C57.7,ICD10CM,Malignant neoplasm of other specified female genital organs,solidtum
C57.8,ICD10CM,Malignant neoplasm of overlapping sites of female genital organs,solidtum
C63.7,ICD10CM,Malignant neoplasm of other specified male genital organs,solidtum
C63.8,ICD10CM,Malignant neoplasm of overlapping sites of male genital organs,solidtum
C68.9,ICD10CM,"Malignant neoplasm of urinary organ, unspecified",solidtum
C72.9,ICD10CM,"Malignant neoplasm of central nervous system, unspecified",solidtum
C70.9,ICD10CM,"Malignant neoplasm of meninges, unspecified",solidtum
C75.8,ICD10CM,"Malignant neoplasm with pluriglandular involvement, unspecified",solidtum
C54.8,ICD10CM,Malignant neoplasm of overlapping sites of corpus uteri,solidtum
C53.8,ICD10CM,Malignant neoplasm of overlapping sites of cervix uteri,solidtum
C72.1,ICD10CM,Malignant neoplasm of cauda equina,solidtum
C47.0,ICD10CM,"Malignant neoplasm of peripheral nerves of head, face and neck",solidtum
C47.3,ICD10CM,Malignant neoplasm of peripheral nerves of thorax,solidtum
C47.4,ICD10CM,Malignant neoplasm of peripheral nerves of abdomen,solidtum
C47.5,ICD10CM,Malignant neoplasm of peripheral nerves of pelvis,solidtum
C49.8,ICD10CM,Malignant neoplasm of overlapping sites of connective and soft tissue,solidtum
C11.8,ICD10CM,Malignant neoplasm of overlapping sites of nasopharynx,solidtum
C13.8,ICD10CM,Malignant neoplasm of overlapping sites of hypopharynx,solidtum
C32.8,ICD10CM,Malignant neoplasm of overlapping sites of larynx,solidtum
C31.8,ICD10CM,Malignant neoplasm of overlapping sites of accessory sinuses,solidtum
C38.8,ICD10CM,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",solidtum
C04.8,ICD10CM,Malignant neoplasm of overlapping sites of floor of mouth,solidtum
C15.8,ICD10CM,Malignant neoplasm of overlapping sites of esophagus,solidtum
C16.8,ICD10CM,Malignant neoplasm of overlapping sites of stomach,solidtum
C17.8,ICD10CM,Malignant neoplasm of overlapping sites of small intestine,solidtum
C24.8,ICD10CM,Malignant neoplasm of overlapping sites of biliary tract,solidtum
C25.8,ICD10CM,Malignant neoplasm of overlapping sites of pancreas,solidtum
C67.8,ICD10CM,Malignant neoplasm of overlapping sites of bladder,solidtum
C68.8,ICD10CM,Malignant neoplasm of overlapping sites of urinary organs,solidtum
C60.8,ICD10CM,Malignant neoplasm of overlapping sites of penis,solidtum
C43.8,ICD10CM,Malignant melanoma of overlapping sites of skin,solidtum
C51.9,ICD10CM,"Malignant neoplasm of vulva, unspecified",solidtum
C61,ICD10CM,Malignant neoplasm of prostate,solidtum
C00.1,ICD10CM,Malignant neoplasm of external lower lip,solidtum
C00.3,ICD10CM,"Malignant neoplasm of upper lip, inner aspect",solidtum
C03.1,ICD10CM,Malignant neoplasm of lower gum,solidtum
C75.5,ICD10CM,Malignant neoplasm of aortic body and other paraganglia,solidtum
C00.0,ICD10CM,Malignant neoplasm of external upper lip,solidtum
C00.5,ICD10CM,"Malignant neoplasm of lip, unspecified, inner aspect",solidtum
C00.8,ICD10CM,Malignant neoplasm of overlapping sites of lip,solidtum
C02.1,ICD10CM,Malignant neoplasm of border of tongue,solidtum
C04.1,ICD10CM,Malignant neoplasm of lateral floor of mouth,solidtum
C08.9,ICD10CM,"Malignant neoplasm of major salivary gland, unspecified",solidtum
C10.1,ICD10CM,Malignant neoplasm of anterior surface of epiglottis,solidtum
C10.4,ICD10CM,Malignant neoplasm of branchial cleft,solidtum
C10.8,ICD10CM,Malignant neoplasm of overlapping sites of oropharynx,solidtum
C13.0,ICD10CM,Malignant neoplasm of postcricoid region,solidtum
C13.2,ICD10CM,Malignant neoplasm of posterior wall of hypopharynx,solidtum
C14.8,ICD10CM,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",solidtum
C18.1,ICD10CM,Malignant neoplasm of appendix,solidtum
C21.8,ICD10CM,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",solidtum
C25.4,ICD10CM,Malignant neoplasm of endocrine pancreas,solidtum
C25.7,ICD10CM,Malignant neoplasm of other parts of pancreas,solidtum
C30.1,ICD10CM,Malignant neoplasm of middle ear,solidtum
C51.0,ICD10CM,Malignant neoplasm of labium majus,solidtum
C51.1,ICD10CM,Malignant neoplasm of labium minus,solidtum
C54.0,ICD10CM,Malignant neoplasm of isthmus uteri,solidtum
C54.2,ICD10CM,Malignant neoplasm of myometrium,solidtum
C54.3,ICD10CM,Malignant neoplasm of fundus uteri,solidtum
C67.0,ICD10CM,Malignant neoplasm of trigone of bladder,solidtum
C67.1,ICD10CM,Malignant neoplasm of dome of bladder,solidtum
C67.2,ICD10CM,Malignant neoplasm of lateral wall of bladder,solidtum
C75.1,ICD10CM,Malignant neoplasm of pituitary gland,solidtum
C75.2,ICD10CM,Malignant neoplasm of craniopharyngeal duct,solidtum
C49.5,ICD10CM,Malignant neoplasm of connective and soft tissue of pelvis,solidtum
C00.2,ICD10CM,"Malignant neoplasm of external lip, unspecified",solidtum
C15.9,ICD10CM,"Malignant neoplasm of esophagus, unspecified",solidtum
C02.8,ICD10CM,Malignant neoplasm of overlapping sites of tongue,solidtum
C48.8,ICD10CM,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,solidtum
C02.2,ICD10CM,Malignant neoplasm of ventral surface of tongue,solidtum
C43.52,ICD10CM,Malignant melanoma of skin of breast,solidtum
C30.0,ICD10CM,Malignant neoplasm of nasal cavity,solidtum
C07,ICD10CM,Malignant neoplasm of parotid gland,solidtum
C24.9,ICD10CM,"Malignant neoplasm of biliary tract, unspecified",solidtum
C37,ICD10CM,Malignant neoplasm of thymus,solidtum
C09.9,ICD10CM,"Malignant neoplasm of tonsil, unspecified",solidtum
C45.0,ICD10CM,Mesothelioma of pleura,solidtum
C67.9,ICD10CM,"Malignant neoplasm of bladder, unspecified",solidtum
C18.9,ICD10CM,"Malignant neoplasm of colon, unspecified",solidtum
C54.1,ICD10CM,Malignant neoplasm of endometrium,solidtum
C32.9,ICD10CM,"Malignant neoplasm of larynx, unspecified",solidtum
C73,ICD10CM,Malignant neoplasm of thyroid gland,solidtum
C53.9,ICD10CM,"Malignant neoplasm of cervix uteri, unspecified",solidtum
C16.9,ICD10CM,"Malignant neoplasm of stomach, unspecified",solidtum
C45.9,ICD10CM,"Mesothelioma, unspecified",solidtum
C46.9,ICD10CM,"Kaposi's sarcoma, unspecified",solidtum
C52,ICD10CM,Malignant neoplasm of vagina,solidtum
C43.9,ICD10CM,"Malignant melanoma of skin, unspecified",solidtum
C00.9,ICD10CM,"Malignant neoplasm of lip, unspecified",solidtum
C02.9,ICD10CM,"Malignant neoplasm of tongue, unspecified",solidtum
C01,ICD10CM,Malignant neoplasm of base of tongue,solidtum
C02.0,ICD10CM,Malignant neoplasm of dorsal surface of tongue,solidtum
C02.3,ICD10CM,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",solidtum
C02.4,ICD10CM,Malignant neoplasm of lingual tonsil,solidtum
C08.0,ICD10CM,Malignant neoplasm of submandibular gland,solidtum
C08.1,ICD10CM,Malignant neoplasm of sublingual gland,solidtum
C03.9,ICD10CM,"Malignant neoplasm of gum, unspecified",solidtum
C03.0,ICD10CM,Malignant neoplasm of upper gum,solidtum
C04.9,ICD10CM,"Malignant neoplasm of floor of mouth, unspecified",solidtum
C04.0,ICD10CM,Malignant neoplasm of anterior floor of mouth,solidtum
C06.0,ICD10CM,Malignant neoplasm of cheek mucosa,solidtum
C06.1,ICD10CM,Malignant neoplasm of vestibule of mouth,solidtum
C05.0,ICD10CM,Malignant neoplasm of hard palate,solidtum
C05.1,ICD10CM,Malignant neoplasm of soft palate,solidtum
C05.2,ICD10CM,Malignant neoplasm of uvula,solidtum
C05.9,ICD10CM,"Malignant neoplasm of palate, unspecified",solidtum
C06.2,ICD10CM,Malignant neoplasm of retromolar area,solidtum
C06.9,ICD10CM,"Malignant neoplasm of mouth, unspecified",solidtum
C10.9,ICD10CM,"Malignant neoplasm of oropharynx, unspecified",solidtum
C09.0,ICD10CM,Malignant neoplasm of tonsillar fossa,solidtum
C09.1,ICD10CM,Malignant neoplasm of tonsillar pillar (anterior) (posterior),solidtum
C10.0,ICD10CM,Malignant neoplasm of vallecula,solidtum
C10.2,ICD10CM,Malignant neoplasm of lateral wall of oropharynx,solidtum
C10.3,ICD10CM,Malignant neoplasm of posterior wall of oropharynx,solidtum
C11.9,ICD10CM,"Malignant neoplasm of nasopharynx, unspecified",solidtum
C11.0,ICD10CM,Malignant neoplasm of superior wall of nasopharynx,solidtum
C11.1,ICD10CM,Malignant neoplasm of posterior wall of nasopharynx,solidtum
C11.2,ICD10CM,Malignant neoplasm of lateral wall of nasopharynx,solidtum
C11.3,ICD10CM,Malignant neoplasm of anterior wall of nasopharynx,solidtum
C13.9,ICD10CM,"Malignant neoplasm of hypopharynx, unspecified",solidtum
C12,ICD10CM,Malignant neoplasm of pyriform sinus,solidtum
C13.1,ICD10CM,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",solidtum
C14.0,ICD10CM,"Malignant neoplasm of pharynx, unspecified",solidtum
C14.2,ICD10CM,Malignant neoplasm of Waldeyer's ring,solidtum
C15.3,ICD10CM,Malignant neoplasm of upper third of esophagus,solidtum
C15.4,ICD10CM,Malignant neoplasm of middle third of esophagus,solidtum
C15.5,ICD10CM,Malignant neoplasm of lower third of esophagus,solidtum
C16.0,ICD10CM,Malignant neoplasm of cardia,solidtum
C16.4,ICD10CM,Malignant neoplasm of pylorus,solidtum
C16.3,ICD10CM,Malignant neoplasm of pyloric antrum,solidtum
C16.1,ICD10CM,Malignant neoplasm of fundus of stomach,solidtum
C16.2,ICD10CM,Malignant neoplasm of body of stomach,solidtum
C16.5,ICD10CM,"Malignant neoplasm of lesser curvature of stomach, unspecified",solidtum
C16.6,ICD10CM,"Malignant neoplasm of greater curvature of stomach, unspecified",solidtum
C17.9,ICD10CM,"Malignant neoplasm of small intestine, unspecified",solidtum
C17.0,ICD10CM,Malignant neoplasm of duodenum,solidtum
C17.1,ICD10CM,Malignant neoplasm of jejunum,solidtum
C17.2,ICD10CM,Malignant neoplasm of ileum,solidtum
C18.3,ICD10CM,Malignant neoplasm of hepatic flexure,solidtum
C18.4,ICD10CM,Malignant neoplasm of transverse colon,solidtum
C18.6,ICD10CM,Malignant neoplasm of descending colon,solidtum
C18.7,ICD10CM,Malignant neoplasm of sigmoid colon,solidtum
C18.0,ICD10CM,Malignant neoplasm of cecum,solidtum
C18.2,ICD10CM,Malignant neoplasm of ascending colon,solidtum
C18.5,ICD10CM,Malignant neoplasm of splenic flexure,solidtum
C19,ICD10CM,Malignant neoplasm of rectosigmoid junction,solidtum
C21.1,ICD10CM,Malignant neoplasm of anal canal,solidtum
C21.0,ICD10CM,"Malignant neoplasm of anus, unspecified",solidtum
C23,ICD10CM,Malignant neoplasm of gallbladder,solidtum
C24.0,ICD10CM,Malignant neoplasm of extrahepatic bile duct,solidtum
C24.1,ICD10CM,Malignant neoplasm of ampulla of Vater,solidtum
C25.0,ICD10CM,Malignant neoplasm of head of pancreas,solidtum
C25.1,ICD10CM,Malignant neoplasm of body of pancreas,solidtum
C25.2,ICD10CM,Malignant neoplasm of tail of pancreas,solidtum
C25.3,ICD10CM,Malignant neoplasm of pancreatic duct,solidtum
C48.0,ICD10CM,Malignant neoplasm of retroperitoneum,solidtum
C48.1,ICD10CM,Malignant neoplasm of specified parts of peritoneum,solidtum
C48.2,ICD10CM,"Malignant neoplasm of peritoneum, unspecified",solidtum
C26.1,ICD10CM,Malignant neoplasm of spleen,solidtum
C31.9,ICD10CM,"Malignant neoplasm of accessory sinus, unspecified",solidtum
C31.0,ICD10CM,Malignant neoplasm of maxillary sinus,solidtum
C31.1,ICD10CM,Malignant neoplasm of ethmoidal sinus,solidtum
C31.2,ICD10CM,Malignant neoplasm of frontal sinus,solidtum
C31.3,ICD10CM,Malignant neoplasm of sphenoid sinus,solidtum
C32.0,ICD10CM,Malignant neoplasm of glottis,solidtum
C32.1,ICD10CM,Malignant neoplasm of supraglottis,solidtum
C32.2,ICD10CM,Malignant neoplasm of subglottis,solidtum
C32.3,ICD10CM,Malignant neoplasm of laryngeal cartilage,solidtum
C33,ICD10CM,Malignant neoplasm of trachea,solidtum
C34.2,ICD10CM,"Malignant neoplasm of middle lobe, bronchus or lung",solidtum
C38.4,ICD10CM,Malignant neoplasm of pleura,solidtum
C38.0,ICD10CM,Malignant neoplasm of heart,solidtum
C38.1,ICD10CM,Malignant neoplasm of anterior mediastinum,solidtum
C38.2,ICD10CM,Malignant neoplasm of posterior mediastinum,solidtum
C38.3,ICD10CM,"Malignant neoplasm of mediastinum, part unspecified",solidtum
C39.0,ICD10CM,"Malignant neoplasm of upper respiratory tract, part unspecified",solidtum
C41.9,ICD10CM,"Malignant neoplasm of bone and articular cartilage, unspecified",solidtum
C41.1,ICD10CM,Malignant neoplasm of mandible,solidtum
C41.3,ICD10CM,"Malignant neoplasm of ribs, sternum and clavicle",solidtum
C41.4,ICD10CM,"Malignant neoplasm of pelvic bones, sacrum and coccyx",solidtum
C43.0,ICD10CM,Malignant melanoma of lip,solidtum
C46.0,ICD10CM,Kaposi's sarcoma of skin,solidtum
C46.1,ICD10CM,Kaposi's sarcoma of soft tissue,solidtum
C46.2,ICD10CM,Kaposi's sarcoma of palate,solidtum
C46.4,ICD10CM,Kaposi's sarcoma of gastrointestinal sites,solidtum
C46.3,ICD10CM,Kaposi's sarcoma of lymph nodes,solidtum
C55,ICD10CM,"Malignant neoplasm of uterus, part unspecified",solidtum
C53.0,ICD10CM,Malignant neoplasm of endocervix,solidtum
C53.1,ICD10CM,Malignant neoplasm of exocervix,solidtum
C58,ICD10CM,Malignant neoplasm of placenta,solidtum
C54.9,ICD10CM,"Malignant neoplasm of corpus uteri, unspecified",solidtum
C57.3,ICD10CM,Malignant neoplasm of parametrium,solidtum
C57.4,ICD10CM,"Malignant neoplasm of uterine adnexa, unspecified",solidtum
C51.2,ICD10CM,Malignant neoplasm of clitoris,solidtum
C57.9,ICD10CM,"Malignant neoplasm of female genital organ, unspecified",solidtum
C60.0,ICD10CM,Malignant neoplasm of prepuce,solidtum
C60.1,ICD10CM,Malignant neoplasm of glans penis,solidtum
C60.2,ICD10CM,Malignant neoplasm of body of penis,solidtum
C60.9,ICD10CM,"Malignant neoplasm of penis, unspecified",solidtum
C63.2,ICD10CM,Malignant neoplasm of scrotum,solidtum
C63.9,ICD10CM,"Malignant neoplasm of male genital organ, unspecified",solidtum
C67.3,ICD10CM,Malignant neoplasm of anterior wall of bladder,solidtum
C67.4,ICD10CM,Malignant neoplasm of posterior wall of bladder,solidtum
C67.5,ICD10CM,Malignant neoplasm of bladder neck,solidtum
C67.6,ICD10CM,Malignant neoplasm of ureteric orifice,solidtum
C67.7,ICD10CM,Malignant neoplasm of urachus,solidtum
C68.0,ICD10CM,Malignant neoplasm of urethra,solidtum
C68.1,ICD10CM,Malignant neoplasm of paraurethral glands,solidtum
C71.9,ICD10CM,"Malignant neoplasm of brain, unspecified",solidtum
C71.0,ICD10CM,"Malignant neoplasm of cerebrum, except lobes and ventricles",solidtum
C71.1,ICD10CM,Malignant neoplasm of frontal lobe,solidtum
C71.2,ICD10CM,Malignant neoplasm of temporal lobe,solidtum
C71.3,ICD10CM,Malignant neoplasm of parietal lobe,solidtum
C71.4,ICD10CM,Malignant neoplasm of occipital lobe,solidtum
C71.6,ICD10CM,Malignant neoplasm of cerebellum,solidtum
C71.7,ICD10CM,Malignant neoplasm of brain stem,solidtum
C70.0,ICD10CM,Malignant neoplasm of cerebral meninges,solidtum
C72.0,ICD10CM,Malignant neoplasm of spinal cord,solidtum
C70.1,ICD10CM,Malignant neoplasm of spinal meninges,solidtum
C75.0,ICD10CM,Malignant neoplasm of parathyroid gland,solidtum
C75.3,ICD10CM,Malignant neoplasm of pineal gland,solidtum
C75.4,ICD10CM,Malignant neoplasm of carotid body,solidtum
C75.9,ICD10CM,"Malignant neoplasm of endocrine gland, unspecified",solidtum
C76.0,ICD10CM,"Malignant neoplasm of head, face and neck",solidtum
C76.1,ICD10CM,Malignant neoplasm of thorax,solidtum
C76.2,ICD10CM,Malignant neoplasm of abdomen,solidtum
C76.3,ICD10CM,Malignant neoplasm of pelvis,solidtum
C22.2,ICD10CM,Hepatoblastoma,solidtum
C20,ICD10CM,Malignant neoplasm of rectum,solidtum
C05.8,ICD10CM,Malignant neoplasm of overlapping sites of palate,solidtum
C18.8,ICD10CM,Malignant neoplasm of overlapping sites of colon,solidtum
C51.8,ICD10CM,Malignant neoplasm of overlapping sites of vulva,solidtum
C71.8,ICD10CM,Malignant neoplasm of overlapping sites of brain,solidtum
C09.8,ICD10CM,Malignant neoplasm of overlapping sites of tonsil,solidtum
C49.A2,ICD10CM,Gastrointestinal stromal tumor of stomach,solidtum
C49.A3,ICD10CM,Gastrointestinal stromal tumor of small intestine,solidtum
C49.A1,ICD10CM,Gastrointestinal stromal tumor of esophagus,solidtum
C49.A4,ICD10CM,Gastrointestinal stromal tumor of large intestine,solidtum
C56.2,ICD10CM,Malignant neoplasm of left ovary,solidtum
C64.2,ICD10CM,"Malignant neoplasm of left kidney, except renal pelvis",solidtum
C65.2,ICD10CM,Malignant neoplasm of left renal pelvis,solidtum
C66.2,ICD10CM,Malignant neoplasm of left ureter,solidtum
C76.8,ICD10CM,Malignant neoplasm of other specified ill-defined sites,solidtum
C17.3,ICD10CM,"Meckel's diverticulum, malignant",solidtum
C56.3,ICD10CM,Malignant neoplasm of bilateral ovaries,solidtum
C00.4,ICD10CM,"Malignant neoplasm of lower lip, inner aspect",solidtum
M05.011,ICD10CM,"Felty's syndrome, right shoulder",rheumd
M05.012,ICD10CM,"Felty's syndrome, left shoulder",rheumd
M05.019,ICD10CM,"Felty's syndrome, unspecified shoulder",rheumd
M05.021,ICD10CM,"Felty's syndrome, right elbow",rheumd
M05.022,ICD10CM,"Felty's syndrome, left elbow",rheumd
M05.031,ICD10CM,"Felty's syndrome, right wrist",rheumd
M05.032,ICD10CM,"Felty's syndrome, left wrist",rheumd
M05.039,ICD10CM,"Felty's syndrome, unspecified wrist",rheumd
M05.041,ICD10CM,"Felty's syndrome, right hand",rheumd
M05.042,ICD10CM,"Felty's syndrome, left hand",rheumd
M05.051,ICD10CM,"Felty's syndrome, right hip",rheumd
M05.052,ICD10CM,"Felty's syndrome, left hip",rheumd
M05.061,ICD10CM,"Felty's syndrome, right knee",rheumd
M05.062,ICD10CM,"Felty's syndrome, left knee",rheumd
M05.071,ICD10CM,"Felty's syndrome, right ankle and foot",rheumd
M05.072,ICD10CM,"Felty's syndrome, left ankle and foot",rheumd
M05.079,ICD10CM,"Felty's syndrome, unspecified ankle and foot",rheumd
M05.10,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,rheumd
M05.111,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right shoulder,rheumd
M05.112,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,rheumd
M05.119,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder,rheumd
M05.121,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right elbow,rheumd
M05.122,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left elbow,rheumd
M05.129,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,rheumd
M05.131,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right wrist,rheumd
M05.132,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left wrist,rheumd
M05.139,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist,rheumd
M05.141,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right hand,rheumd
M05.142,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left hand,rheumd
M05.149,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,rheumd
M05.159,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,rheumd
M05.151,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right hip,rheumd
M05.152,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left hip,rheumd
M05.161,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right knee,rheumd
M05.162,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left knee,rheumd
M05.169,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,rheumd
M05.171,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,rheumd
M05.172,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,rheumd
M05.179,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,rheumd
M05.19,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,rheumd
M05.20,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,rheumd
M05.211,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,rheumd
M05.212,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,rheumd
