code,code_type,description,code_class
E11.8,ICD10CM,Type 2 diabetes mellitus with unspecified complications,diab
E10.22,ICD10CM,Type 1 diabetes mellitus with diabetic chronic kidney disease,diabwc
E10.29,ICD10CM,Type 1 diabetes mellitus with other diabetic kidney complication,diabwc
E10.311,ICD10CM,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,diabwc
E10.319,ICD10CM,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,diabwc
E10.39,ICD10CM,Type 1 diabetes mellitus with other diabetic ophthalmic complication,diabwc
E10.40,ICD10CM,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",diabwc
E10.43,ICD10CM,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,diabwc
E10.44,ICD10CM,Type 1 diabetes mellitus with diabetic amyotrophy,diabwc
E10.49,ICD10CM,Type 1 diabetes mellitus with other diabetic neurological complication,diabwc
E10.51,ICD10CM,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,diabwc
E10.52,ICD10CM,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,diabwc
E10.59,ICD10CM,Type 1 diabetes mellitus with other circulatory complications,diabwc
E11.29,ICD10CM,Type 2 diabetes mellitus with other diabetic kidney complication,diabwc
E11.311,ICD10CM,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,diabwc
E11.319,ICD10CM,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,diabwc
E11.39,ICD10CM,Type 2 diabetes mellitus with other diabetic ophthalmic complication,diabwc
E11.40,ICD10CM,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",diabwc
E11.43,ICD10CM,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,diabwc
E11.44,ICD10CM,Type 2 diabetes mellitus with diabetic amyotrophy,diabwc
E11.49,ICD10CM,Type 2 diabetes mellitus with other diabetic neurological complication,diabwc
E11.51,ICD10CM,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,diabwc
E11.52,ICD10CM,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,diabwc
E11.59,ICD10CM,Type 2 diabetes mellitus with other circulatory complications,diabwc
E13.21,ICD10CM,Other specified diabetes mellitus with diabetic nephropathy,diabwc
E13.22,ICD10CM,Other specified diabetes mellitus with diabetic chronic kidney disease,diabwc
E13.29,ICD10CM,Other specified diabetes mellitus with other diabetic kidney complication,diabwc
E13.311,ICD10CM,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,diabwc
E13.319,ICD10CM,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,diabwc
E13.39,ICD10CM,Other specified diabetes mellitus with other diabetic ophthalmic complication,diabwc
E13.40,ICD10CM,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",diabwc
E13.43,ICD10CM,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,diabwc
E13.44,ICD10CM,Other specified diabetes mellitus with diabetic amyotrophy,diabwc
E13.49,ICD10CM,Other specified diabetes mellitus with other diabetic neurological complication,diabwc
E13.51,ICD10CM,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,diabwc
E13.52,ICD10CM,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,diabwc
E13.59,ICD10CM,Other specified diabetes mellitus with other circulatory complications,diabwc
E10.3211,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E10.3212,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E10.3213,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E10.3219,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E10.3291,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E10.3292,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E10.3293,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E10.3299,ICD10CM,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E10.3311,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E10.3312,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E10.3313,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E10.3319,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E10.3391,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E10.3392,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E10.3393,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E10.3399,ICD10CM,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E10.3411,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E10.3412,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E10.3413,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E10.3419,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E10.3491,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E10.3492,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E10.3493,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E10.3499,ICD10CM,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E10.3511,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",diabwc
E10.3512,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",diabwc
E10.3513,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",diabwc
E10.3519,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E10.3521,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",diabwc
E10.3522,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",diabwc
E10.3523,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",diabwc
E10.3529,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",diabwc
E10.3531,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",diabwc
E10.3532,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",diabwc
E10.3533,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",diabwc
E10.3539,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",diabwc
E10.3541,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",diabwc
E10.3542,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",diabwc
E10.3543,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",diabwc
E10.3549,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",diabwc
E10.3551,ICD10CM,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",diabwc
E10.3552,ICD10CM,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",diabwc
E10.3553,ICD10CM,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",diabwc
E10.3559,ICD10CM,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",diabwc
E10.3591,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",diabwc
E10.3592,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",diabwc
E10.3593,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",diabwc
E10.3599,ICD10CM,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E10.37X1,ICD10CM,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",diabwc
E10.37X2,ICD10CM,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",diabwc
E10.37X3,ICD10CM,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",diabwc
E10.37X9,ICD10CM,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",diabwc
E11.3211,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E11.3212,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E11.3213,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E11.3219,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E11.3291,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E11.3292,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E11.3293,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E11.3299,ICD10CM,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E11.3311,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E11.3312,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E11.3313,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E11.3319,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E11.3391,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E11.3392,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E11.3393,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E11.3399,ICD10CM,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E11.3411,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E11.3412,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E11.3413,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E11.3419,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E11.3491,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E11.3492,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E11.3493,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E11.3499,ICD10CM,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E11.3511,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",diabwc
E11.3512,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",diabwc
E11.3513,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",diabwc
E11.3519,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E11.3521,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",diabwc
E11.3522,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",diabwc
E11.3523,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",diabwc
E11.3529,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",diabwc
E11.3531,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",diabwc
E11.3532,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",diabwc
E11.3533,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",diabwc
E11.3539,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",diabwc
E11.3541,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",diabwc
E11.3542,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",diabwc
E11.3543,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",diabwc
E11.3549,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",diabwc
E11.3551,ICD10CM,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",diabwc
E11.3552,ICD10CM,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",diabwc
E11.3553,ICD10CM,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",diabwc
E11.3559,ICD10CM,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",diabwc
E11.3591,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",diabwc
E11.3592,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",diabwc
E11.3593,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",diabwc
E11.3599,ICD10CM,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E11.37X1,ICD10CM,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",diabwc
E11.37X2,ICD10CM,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",diabwc
E11.37X3,ICD10CM,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",diabwc
E11.37X9,ICD10CM,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",diabwc
E13.3211,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E13.3212,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E13.3213,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E13.3219,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E13.3291,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E13.3292,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E13.3293,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E13.3299,ICD10CM,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E13.3311,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E13.3312,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E13.3313,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E13.3319,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E13.3391,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E13.3392,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E13.3393,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E13.3399,ICD10CM,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E13.3411,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",diabwc
E13.3412,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",diabwc
E13.3413,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",diabwc
E13.3419,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E13.3491,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",diabwc
E13.3492,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",diabwc
E13.3493,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",diabwc
E13.3499,ICD10CM,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E13.3511,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",diabwc
E13.3512,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",diabwc
E13.3513,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",diabwc
E13.3519,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",diabwc
E13.3521,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",diabwc
E13.3522,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",diabwc
E13.3523,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",diabwc
E13.3529,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",diabwc
E13.3531,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",diabwc
E13.3532,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",diabwc
E13.3533,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",diabwc
E13.3539,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",diabwc
E13.3541,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",diabwc
E13.3542,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",diabwc
E13.3543,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",diabwc
E13.3549,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",diabwc
E13.3551,ICD10CM,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",diabwc
E13.3552,ICD10CM,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",diabwc
E13.3553,ICD10CM,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",diabwc
E13.3559,ICD10CM,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",diabwc
E13.3591,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",diabwc
E13.3592,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",diabwc
E13.3593,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",diabwc
E13.3599,ICD10CM,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",diabwc
E13.37X1,ICD10CM,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",diabwc
E13.37X2,ICD10CM,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",diabwc
E13.37X3,ICD10CM,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",diabwc
E13.37X9,ICD10CM,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",diabwc
E10.21,ICD10CM,Type 1 diabetes mellitus with diabetic nephropathy,diabwc
E10.36,ICD10CM,Type 1 diabetes mellitus with diabetic cataract,diabwc
E10.41,ICD10CM,Type 1 diabetes mellitus with diabetic mononeuropathy,diabwc
E10.42,ICD10CM,Type 1 diabetes mellitus with diabetic polyneuropathy,diabwc
E11.21,ICD10CM,Type 2 diabetes mellitus with diabetic nephropathy,diabwc
E11.36,ICD10CM,Type 2 diabetes mellitus with diabetic cataract,diabwc
E11.41,ICD10CM,Type 2 diabetes mellitus with diabetic mononeuropathy,diabwc
E11.42,ICD10CM,Type 2 diabetes mellitus with diabetic polyneuropathy,diabwc
E13.36,ICD10CM,Other specified diabetes mellitus with diabetic cataract,diabwc
E13.41,ICD10CM,Other specified diabetes mellitus with diabetic mononeuropathy,diabwc
E13.42,ICD10CM,Other specified diabetes mellitus with diabetic polyneuropathy,diabwc
E11.22,ICD10CM,Type 2 diabetes mellitus with diabetic chronic kidney disease,diabwc
G81.01,ICD10CM,Flaccid hemiplegia affecting right dominant side,hp
G81.02,ICD10CM,Flaccid hemiplegia affecting left dominant side,hp
G81.03,ICD10CM,Flaccid hemiplegia affecting right nondominant side,hp
G81.04,ICD10CM,Flaccid hemiplegia affecting left nondominant side,hp
G81.11,ICD10CM,Spastic hemiplegia affecting right dominant side,hp
G81.12,ICD10CM,Spastic hemiplegia affecting left dominant side,hp
G81.13,ICD10CM,Spastic hemiplegia affecting right nondominant side,hp
G81.14,ICD10CM,Spastic hemiplegia affecting left nondominant side,hp
G81.91,ICD10CM,"Hemiplegia, unspecified affecting right dominant side",hp
G81.92,ICD10CM,"Hemiplegia, unspecified affecting left dominant side",hp
G81.93,ICD10CM,"Hemiplegia, unspecified affecting right nondominant side",hp
G81.94,ICD10CM,"Hemiplegia, unspecified affecting left nondominant side",hp
G82.51,ICD10CM,"Quadriplegia, C1-C4 complete",hp
G82.52,ICD10CM,"Quadriplegia, C1-C4 incomplete",hp
G82.53,ICD10CM,"Quadriplegia, C5-C7 complete",hp
G82.54,ICD10CM,"Quadriplegia, C5-C7 incomplete",hp
G83.11,ICD10CM,Monoplegia of lower limb affecting right dominant side,hp
G83.12,ICD10CM,Monoplegia of lower limb affecting left dominant side,hp
G83.13,ICD10CM,Monoplegia of lower limb affecting right nondominant side,hp
G83.14,ICD10CM,Monoplegia of lower limb affecting left nondominant side,hp
G83.21,ICD10CM,Monoplegia of upper limb affecting right dominant side,hp
G83.22,ICD10CM,Monoplegia of upper limb affecting left dominant side,hp
G83.23,ICD10CM,Monoplegia of upper limb affecting right nondominant side,hp
G83.24,ICD10CM,Monoplegia of upper limb affecting left nondominant side,hp
G83.30,ICD10CM,"Monoplegia, unspecified affecting unspecified side",hp
G83.31,ICD10CM,"Monoplegia, unspecified affecting right dominant side",hp
G83.32,ICD10CM,"Monoplegia, unspecified affecting left dominant side",hp
G83.33,ICD10CM,"Monoplegia, unspecified affecting right nondominant side",hp
G83.34,ICD10CM,"Monoplegia, unspecified affecting left nondominant side",hp
G81.90,ICD10CM,"Hemiplegia, unspecified affecting unspecified side",hp
G83.10,ICD10CM,Monoplegia of lower limb affecting unspecified side,hp
G83.4,ICD10CM,Cauda equina syndrome,hp
G80.2,ICD10CM,Spastic hemiplegic cerebral palsy,hp
G82.21,ICD10CM,"Paraplegia, complete",hp
G82.22,ICD10CM,"Paraplegia, incomplete",hp
G80.1,ICD10CM,Spastic diplegic cerebral palsy,hp
G04.1,ICD10CM,Tropical spastic paraplegia,hp
G82.20,ICD10CM,"Paraplegia, unspecified",hp
G82.50,ICD10CM,"Quadriplegia, unspecified",hp
G11.4,ICD10CM,Hereditary spastic paraplegia,hp
G81.00,ICD10CM,Flaccid hemiplegia affecting unspecified side,hp
G81.10,ICD10CM,Spastic hemiplegia affecting unspecified side,hp
G83.0,ICD10CM,Diplegia of upper limbs,hp
G83.20,ICD10CM,Monoplegia of upper limb affecting unspecified side,hp
G83.9,ICD10CM,"Paralytic syndrome, unspecified",hp
N18.1,ICD10CM,"Chronic kidney disease, stage 1",rend
N18.5,ICD10CM,"Chronic kidney disease, stage 5",rend
N18.6,ICD10CM,End stage renal disease,rend
I12.0,ICD10CM,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,rend
I13.10,ICD10CM,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",rend
I13.11,ICD10CM,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",rend
Z49.01,ICD10CM,Encounter for fitting and adjustment of extracorporeal dialysis catheter,rend
Z49.02,ICD10CM,Encounter for fitting and adjustment of peritoneal dialysis catheter,rend
Z94.0,ICD10CM,Kidney transplant status,rend
N03.3,ICD10CM,Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,rend
N03.4,ICD10CM,Chronic nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,rend
N03.5,ICD10CM,Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,rend
N03.6,ICD10CM,Chronic nephritic syndrome with dense deposit disease,rend
N03.7,ICD10CM,Chronic nephritic syndrome with diffuse crescentic glomerulonephritis,rend
N05.3,ICD10CM,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,rend
